model,domain,dataset,left_id,top1,top2,gap,ratio,top1_right_id
uae-large-v1,chrome,verdict,hotel_review_genius_filter,0.68134,0.535739,0.145601,0.686381,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8
uae-large-v1,chrome,verdict,hotel_search_price_sort,0.760122,0.550346,0.209776,0.533471,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8
uae-large-v1,chrome,verdict,hotel_top_reviewed_open,0.532596,0.493362,0.039234,0.92256,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8
uae-large-v1,chrome,verdict,info_sustainability,0.597486,0.581209,0.016276,0.961135,c1fa57f3-c3db-4596-8f09-020701085416
uae-large-v1,chrome,verdict,language_switch_french,0.61236,0.467623,0.144737,0.728131,3720f614-37fd-4d04-8a6b-76f54f8c222d
uae-large-v1,chrome,verdict,multicity_three_segments,0.635567,0.611118,0.02445,0.937128,f79439ad-3ee8-4f99-a518-0eb60e5652b0
uae-large-v1,chrome,verdict,package_filter_4star,0.579566,0.526704,0.052862,0.888311,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8
uae-large-v1,chrome,verdict,package_free_cancellation_filter,0.563995,0.538023,0.025972,0.943781,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc
uae-large-v1,chrome,verdict,package_search_london_barcelona,0.681888,0.598541,0.083347,0.792389,f79439ad-3ee8-4f99-a518-0eb60e5652b0
uae-large-v1,chrome,verdict,package_sort_lowest_price,0.669047,0.629701,0.039346,0.893745,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8
uae-large-v1,chrome,verdict,taxi_filter_luxury,0.584836,0.538044,0.046792,0.898709,1704f00f-79e6-43a7-961b-cedd3724d5fd
uae-large-v1,chrome,verdict,taxi_search_lhr_3pax,0.586027,0.559292,0.026735,0.939336,f79439ad-3ee8-4f99-a518-0eb60e5652b0
uae-large-v1,chrome,verdict,taxi_sort_most_passengers,0.706383,0.638216,0.068166,0.811583,47543840-672a-467d-80df-8f7c3b9788c9
uae-large-v1,chrome,verdict,trips_cancel_booking,0.535594,0.523661,0.011933,0.974949,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8
uae-large-v1,chrome,verdict,trips_modify_checkin_date,0.496049,0.472396,0.023653,0.955168,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8
uae-large-v1,chrome,verdict,trips_signin_email,0.55255,0.53416,0.01839,0.960523,da46d875-6b82-4681-9284-653b0c7ae241
uae-large-v1,chrome,verdict,trips_status_filter_cancelled,0.566006,0.517408,0.048598,0.899298,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc
uae-large-v1,chrome,lower,030eeff7-b492-4218-b312-701ec99ee0cc,0.745439,0.671474,0.073965,0.774857,9656a811-9b5b-4ddf-99c7-5117bcef0626
uae-large-v1,chrome,lower,06fe7178-4491-4589-810f-2e2bc9502122,0.667042,0.651475,0.015567,0.955334,7a5a7856-f1b6-42a4-ade9-1ca81ca0f263
uae-large-v1,chrome,lower,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217,0.55405,0.539051,0.014999,0.967461,9f935cce-0a9f-435f-8007-817732bfc0a5
uae-large-v1,chrome,lower,12086550-11c0-466b-b367-1d9e75b3910e,0.633693,0.620899,0.012793,0.966254,35253b65-1c19-4304-8aa4-6884b8218fc0
uae-large-v1,chrome,lower,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba,0.537711,0.521039,0.016672,0.965191,f3b19d1e-2d48-44e9-b4e1-defcae1a0197
uae-large-v1,chrome,lower,1704f00f-79e6-43a7-961b-cedd3724d5fd,0.649524,0.601999,0.047525,0.880591,47543840-672a-467d-80df-8f7c3b9788c9
uae-large-v1,chrome,lower,2888b4e6-5b47-4b57-8bf5-c73827890774,0.53221,0.501034,0.031176,0.937519,9f3f70fc-5afc-4958-a7b7-3bb4fcb01805
uae-large-v1,chrome,lower,2ad9387a-65d8-4e33-ad5b-7580065a27ca,0.750174,0.644933,0.105241,0.703602,7a5a7856-f1b6-42a4-ade9-1ca81ca0f263
uae-large-v1,chrome,lower,2ae9ba84-3a0d-4d4c-8338-3a1478dc5fe3,0.644548,0.563502,0.081046,0.814327,3720f614-37fd-4d04-8a6b-76f54f8c222d
uae-large-v1,chrome,lower,3299584d-8f11-4457-bf4c-ce98f7600250,0.619209,0.606428,0.01278,0.967528,9656a811-9b5b-4ddf-99c7-5117bcef0626
uae-large-v1,chrome,lower,35253b65-1c19-4304-8aa4-6884b8218fc0,0.705701,0.67857,0.027131,0.915592,7a5a7856-f1b6-42a4-ade9-1ca81ca0f263
uae-large-v1,chrome,lower,368d9ba4-203c-40c1-9fa3-da2f1430ce63,0.507542,0.494394,0.013147,0.973997,b4f95342-463e-4179-8c3f-193cd7241fb2
uae-large-v1,chrome,lower,3720f614-37fd-4d04-8a6b-76f54f8c222d,0.644548,0.637688,0.00686,0.981066,2ae9ba84-3a0d-4d4c-8338-3a1478dc5fe3
uae-large-v1,chrome,lower,44ee5668-ecd5-4366-a6ce-c1c9b8d4e938,0.606052,0.577436,0.028616,0.93228,7b6c7e24-c58a-49fc-a5bb-d57b80e5b4c3
uae-large-v1,chrome,lower,47543840-672a-467d-80df-8f7c3b9788c9,0.649524,0.582112,0.067412,0.838684,1704f00f-79e6-43a7-961b-cedd3724d5fd
uae-large-v1,chrome,lower,480bcfea-d68f-4aaa-a0a9-2589ef319381,0.674586,0.621781,0.052805,0.860385,af630914-714e-4a24-a7bb-f9af687d3b91
uae-large-v1,chrome,lower,59155008-fe71-45ec-8a8f-dc35497b6aa8,0.462491,0.439804,0.022687,0.959501,2ae9ba84-3a0d-4d4c-8338-3a1478dc5fe3
uae-large-v1,chrome,lower,6766f2b8-8a72-417f-a9e5-56fcaa735837,0.67857,0.593221,0.085349,0.790183,35253b65-1c19-4304-8aa4-6884b8218fc0
uae-large-v1,chrome,lower,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc,0.62989,0.605293,0.024597,0.937682,fc6d8143-9452-4171-9459-7f515143419a
uae-large-v1,chrome,lower,7a5a7856-f1b6-42a4-ade9-1ca81ca0f263,0.750174,0.705701,0.044473,0.848886,2ad9387a-65d8-4e33-ad5b-7580065a27ca
uae-large-v1,chrome,lower,7b6c7e24-c58a-49fc-a5bb-d57b80e5b4c3,0.649448,0.620899,0.028548,0.924695,030eeff7-b492-4218-b312-701ec99ee0cc
uae-large-v1,chrome,lower,7f52cab9-535c-4835-ac8c-391ee64dc930,0.512008,0.476751,0.035257,0.93262,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8
uae-large-v1,chrome,lower,82279c77-8fc6-46f6-9622-3ba96f61b477,0.598137,0.53364,0.064497,0.861702,1704f00f-79e6-43a7-961b-cedd3724d5fd
uae-large-v1,chrome,lower,82bc8d6a-36eb-4d2d-8801-ef714fb1e55a,0.642246,0.608525,0.033721,0.913861,fc6d8143-9452-4171-9459-7f515143419a
uae-large-v1,chrome,lower,93eabf48-6a27-4cb6-b963-7d5fe1e0d3a9,0.714927,0.621781,0.093146,0.753724,af630914-714e-4a24-a7bb-f9af687d3b91
uae-large-v1,chrome,lower,9656a811-9b5b-4ddf-99c7-5117bcef0626,0.745439,0.670545,0.074894,0.772673,030eeff7-b492-4218-b312-701ec99ee0cc
uae-large-v1,chrome,lower,99146c54-4f37-4ab8-9327-5f3291665e1e,0.671474,0.670545,0.000929,0.997182,030eeff7-b492-4218-b312-701ec99ee0cc
uae-large-v1,chrome,lower,9f3f70fc-5afc-4958-a7b7-3bb4fcb01805,0.53221,0.510246,0.021964,0.955153,2888b4e6-5b47-4b57-8bf5-c73827890774
uae-large-v1,chrome,lower,9f935cce-0a9f-435f-8007-817732bfc0a5,0.55405,0.52704,0.02701,0.942892,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217
uae-large-v1,chrome,lower,a728a36e-8bf1-4bb6-9a03-ef039a5233f0,0.520453,0.508209,0.012243,0.975105,9f935cce-0a9f-435f-8007-817732bfc0a5
uae-large-v1,chrome,lower,a96b564e-dbe9-42c3-9ccf-b4498073438a,0.582112,0.581175,0.000937,0.997762,47543840-672a-467d-80df-8f7c3b9788c9
uae-large-v1,chrome,lower,ae78f875-5b98-4907-bbb5-9c737fc68c03,0.562392,0.559322,0.00307,0.993033,44ee5668-ecd5-4366-a6ce-c1c9b8d4e938
uae-large-v1,chrome,lower,af630914-714e-4a24-a7bb-f9af687d3b91,0.714927,0.674585,0.040341,0.876031,93eabf48-6a27-4cb6-b963-7d5fe1e0d3a9
uae-large-v1,chrome,lower,b070486d-e161-459b-aa2b-ef442d973b92,0.505604,0.42888,0.076724,0.865661,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217
uae-large-v1,chrome,lower,b4f95342-463e-4179-8c3f-193cd7241fb2,0.535787,0.533944,0.001842,0.996047,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8
uae-large-v1,chrome,lower,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,0.604048,0.601999,0.002048,0.994853,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc
uae-large-v1,chrome,lower,bb5e4c0d-f964-439c-97b6-bdb9747de3f4,0.545676,0.539176,0.0065,0.985894,2ad9387a-65d8-4e33-ad5b-7580065a27ca
uae-large-v1,chrome,lower,c1fa57f3-c3db-4596-8f09-020701085416,0.58211,0.567565,0.014545,0.966365,47543840-672a-467d-80df-8f7c3b9788c9
uae-large-v1,chrome,lower,cabb3bae-cccb-41bd-9f5d-0f3a9fecd825,0.513572,0.498765,0.014807,0.97046,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8
uae-large-v1,chrome,lower,da46d875-6b82-4681-9284-653b0c7ae241,0.511044,0.508209,0.002834,0.994237,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc
uae-large-v1,chrome,lower,e1e75309-3ddb-4d09-92ec-de869c928143,0.677278,0.604117,0.073161,0.815196,7a5a7856-f1b6-42a4-ade9-1ca81ca0f263
uae-large-v1,chrome,lower,f0b971a1-6831-4b9b-a50e-22a6e47f45ba,0.478329,0.469877,0.008451,0.984058,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8
uae-large-v1,chrome,lower,f3b19d1e-2d48-44e9-b4e1-defcae1a0197,0.581175,0.567565,0.01361,0.968527,a96b564e-dbe9-42c3-9ccf-b4498073438a
uae-large-v1,chrome,lower,f5d96daf-83a8-4c86-9686-bada31fc66ab,0.40272,0.390941,0.011779,0.98066,9f3f70fc-5afc-4958-a7b7-3bb4fcb01805
uae-large-v1,chrome,lower,f79439ad-3ee8-4f99-a518-0eb60e5652b0,0.608525,0.591576,0.016949,0.958502,82bc8d6a-36eb-4d2d-8801-ef714fb1e55a
uae-large-v1,chrome,lower,fc6d8143-9452-4171-9459-7f515143419a,0.642246,0.62989,0.012356,0.966616,82bc8d6a-36eb-4d2d-8801-ef714fb1e55a
uae-large-v1,chrome,cross_floor,030eeff7-b492-4218-b312-701ec99ee0cc,0.505439,0.490578,0.01486,0.970829,efcf0d81-0835-4880-b2fd-d866e8bc2294
uae-large-v1,chrome,cross_floor,06fe7178-4491-4589-810f-2e2bc9502122,0.572694,0.546144,0.026551,0.9415,a5bbbcd5-b398-4c91-83d4-55e1e31bbb81
uae-large-v1,chrome,cross_floor,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217,0.528136,0.455173,0.072964,0.866079,a746add2-cab0-4740-ac36-c3769d9bfb46
uae-large-v1,chrome,cross_floor,12086550-11c0-466b-b367-1d9e75b3910e,0.530071,0.4988,0.031272,0.937606,a746add2-cab0-4740-ac36-c3769d9bfb46
uae-large-v1,chrome,cross_floor,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba,0.506072,0.484848,0.021223,0.958802,7882ed6e-bece-4bf0-bada-c32dc1ddae72
uae-large-v1,chrome,cross_floor,1704f00f-79e6-43a7-961b-cedd3724d5fd,0.403706,0.398209,0.005497,0.990866,f4aec372-4fb0-4df5-a52b-79e0e2a5d6ce
uae-large-v1,chrome,cross_floor,2888b4e6-5b47-4b57-8bf5-c73827890774,0.455422,0.441973,0.013449,0.975899,2e6f678f-472d-4c55-99cc-8e7c5c402a71
uae-large-v1,chrome,cross_floor,2ad9387a-65d8-4e33-ad5b-7580065a27ca,0.574814,0.548139,0.026675,0.940965,8ba5ae7a-5ae5-4eab-9fcc-5dd4fe3abf89
uae-large-v1,chrome,cross_floor,2ae9ba84-3a0d-4d4c-8338-3a1478dc5fe3,0.458644,0.455507,0.003137,0.994238,b148e375-fe0b-4bec-90e7-38632b0d73c2
uae-large-v1,chrome,cross_floor,3299584d-8f11-4457-bf4c-ce98f7600250,0.539844,0.511563,0.028282,0.942098,215dfd39-f493-4bc3-a027-8a97d72c61bf
uae-large-v1,chrome,cross_floor,35253b65-1c19-4304-8aa4-6884b8218fc0,0.567483,0.553599,0.013884,0.968897,efcf0d81-0835-4880-b2fd-d866e8bc2294
uae-large-v1,chrome,cross_floor,368d9ba4-203c-40c1-9fa3-da2f1430ce63,0.418184,0.396997,0.021187,0.964864,b148e375-fe0b-4bec-90e7-38632b0d73c2
uae-large-v1,chrome,cross_floor,3720f614-37fd-4d04-8a6b-76f54f8c222d,0.524503,0.498598,0.025905,0.948335,215dfd39-f493-4bc3-a027-8a97d72c61bf
uae-large-v1,chrome,cross_floor,44ee5668-ecd5-4366-a6ce-c1c9b8d4e938,0.502185,0.482389,0.019796,0.961756,38f48d40-764e-4e77-a7cf-51dfce880291
uae-large-v1,chrome,cross_floor,47543840-672a-467d-80df-8f7c3b9788c9,0.422064,0.409366,0.012698,0.9785,fba2c100-79e8-42df-ae74-b592418d54f4
uae-large-v1,chrome,cross_floor,480bcfea-d68f-4aaa-a0a9-2589ef319381,0.599233,0.501573,0.09766,0.804064,215dfd39-f493-4bc3-a027-8a97d72c61bf
uae-large-v1,chrome,cross_floor,59155008-fe71-45ec-8a8f-dc35497b6aa8,0.393227,0.374875,0.018352,0.970642,b148e375-fe0b-4bec-90e7-38632b0d73c2
uae-large-v1,chrome,cross_floor,6766f2b8-8a72-417f-a9e5-56fcaa735837,0.614804,0.577841,0.036963,0.912442,8ba5ae7a-5ae5-4eab-9fcc-5dd4fe3abf89
uae-large-v1,chrome,cross_floor,6c4c23a1-42a4-43cc-9db1-2f86ff3738cc,0.433765,0.430565,0.0032,0.99438,a746add2-cab0-4740-ac36-c3769d9bfb46
uae-large-v1,chrome,cross_floor,7a5a7856-f1b6-42a4-ade9-1ca81ca0f263,0.573465,0.563376,0.010089,0.976893,efcf0d81-0835-4880-b2fd-d866e8bc2294
uae-large-v1,chrome,cross_floor,7b6c7e24-c58a-49fc-a5bb-d57b80e5b4c3,0.543103,0.529631,0.013472,0.971358,aa4b5023-aef6-4ed9-bdc9-705f59ab9ad6
uae-large-v1,chrome,cross_floor,7f52cab9-535c-4835-ac8c-391ee64dc930,0.475941,0.458606,0.017335,0.967981,d06f0d4d-2cd5-4ede-8de9-598629438c6e
uae-large-v1,chrome,cross_floor,82279c77-8fc6-46f6-9622-3ba96f61b477,0.391892,0.363795,0.028098,0.955836,2e6f678f-472d-4c55-99cc-8e7c5c402a71
uae-large-v1,chrome,cross_floor,82bc8d6a-36eb-4d2d-8801-ef714fb1e55a,0.416437,0.400618,0.015819,0.973608,fba2c100-79e8-42df-ae74-b592418d54f4
uae-large-v1,chrome,cross_floor,93eabf48-6a27-4cb6-b963-7d5fe1e0d3a9,0.60719,0.601566,0.005625,0.985883,e19bd559-633b-4b02-940f-d946248f088e
uae-large-v1,chrome,cross_floor,9656a811-9b5b-4ddf-99c7-5117bcef0626,0.482576,0.462178,0.020398,0.962072,a746add2-cab0-4740-ac36-c3769d9bfb46
uae-large-v1,chrome,cross_floor,99146c54-4f37-4ab8-9327-5f3291665e1e,0.505206,0.500805,0.004401,0.991184,a5bbbcd5-b398-4c91-83d4-55e1e31bbb81
uae-large-v1,chrome,cross_floor,9f3f70fc-5afc-4958-a7b7-3bb4fcb01805,0.376711,0.352779,0.023931,0.963024,a746add2-cab0-4740-ac36-c3769d9bfb46
uae-large-v1,chrome,cross_floor,9f935cce-0a9f-435f-8007-817732bfc0a5,0.517653,0.47429,0.043364,0.917514,a746add2-cab0-4740-ac36-c3769d9bfb46
uae-large-v1,chrome,cross_floor,a728a36e-8bf1-4bb6-9a03-ef039a5233f0,0.449685,0.423991,0.025694,0.955393,a746add2-cab0-4740-ac36-c3769d9bfb46
uae-large-v1,chrome,cross_floor,a96b564e-dbe9-42c3-9ccf-b4498073438a,0.543434,0.435855,0.107579,0.809306,a746add2-cab0-4740-ac36-c3769d9bfb46
uae-large-v1,chrome,cross_floor,ae78f875-5b98-4907-bbb5-9c737fc68c03,0.543862,0.543373,0.000489,0.99893,2e6f678f-472d-4c55-99cc-8e7c5c402a71
uae-large-v1,chrome,cross_floor,af630914-714e-4a24-a7bb-f9af687d3b91,0.539657,0.525845,0.013812,0.97087,215dfd39-f493-4bc3-a027-8a97d72c61bf
uae-large-v1,chrome,cross_floor,b070486d-e161-459b-aa2b-ef442d973b92,0.443459,0.425654,0.017805,0.969,a5bbbcd5-b398-4c91-83d4-55e1e31bbb81
uae-large-v1,chrome,cross_floor,b4f95342-463e-4179-8c3f-193cd7241fb2,0.445629,0.438503,0.007126,0.987308,f4aec372-4fb0-4df5-a52b-79e0e2a5d6ce
uae-large-v1,chrome,cross_floor,b7895e80-f4d1-4648-bee0-4eb45a6f1fa8,0.442904,0.408489,0.034416,0.941817,a746add2-cab0-4740-ac36-c3769d9bfb46
uae-large-v1,chrome,cross_floor,bb5e4c0d-f964-439c-97b6-bdb9747de3f4,0.519029,0.497216,0.021814,0.956615,efcf0d81-0835-4880-b2fd-d866e8bc2294
uae-large-v1,chrome,cross_floor,c1fa57f3-c3db-4596-8f09-020701085416,0.462273,0.453442,0.008831,0.983843,a746add2-cab0-4740-ac36-c3769d9bfb46
uae-large-v1,chrome,cross_floor,cabb3bae-cccb-41bd-9f5d-0f3a9fecd825,0.423092,0.421765,0.001327,0.997705,a746add2-cab0-4740-ac36-c3769d9bfb46
uae-large-v1,chrome,cross_floor,da46d875-6b82-4681-9284-653b0c7ae241,0.413884,0.406917,0.006967,0.988252,a746add2-cab0-4740-ac36-c3769d9bfb46
uae-large-v1,chrome,cross_floor,e1e75309-3ddb-4d09-92ec-de869c928143,0.643512,0.607685,0.035827,0.908678,77b8ab4d-994f-43ac-8930-8ca087d7c4b4
uae-large-v1,chrome,cross_floor,f0b971a1-6831-4b9b-a50e-22a6e47f45ba,0.421542,0.394608,0.026934,0.95551,aa4b5023-aef6-4ed9-bdc9-705f59ab9ad6
uae-large-v1,chrome,cross_floor,f3b19d1e-2d48-44e9-b4e1-defcae1a0197,0.470303,0.443615,0.026688,0.952032,a746add2-cab0-4740-ac36-c3769d9bfb46
uae-large-v1,chrome,cross_floor,f5d96daf-83a8-4c86-9686-bada31fc66ab,0.411185,0.408357,0.002828,0.99522,aa4b5023-aef6-4ed9-bdc9-705f59ab9ad6
uae-large-v1,chrome,cross_floor,f79439ad-3ee8-4f99-a518-0eb60e5652b0,0.400204,0.389288,0.010916,0.982125,f4aec372-4fb0-4df5-a52b-79e0e2a5d6ce
uae-large-v1,chrome,cross_floor,fc6d8143-9452-4171-9459-7f515143419a,0.39939,0.380262,0.019128,0.969136,a746add2-cab0-4740-ac36-c3769d9bfb46
uae-large-v1,chrome,upper,030eeff7-b492-4218-b312-701ec99ee0cc::v0,0.947923,0.73627,0.211654,0.197461,030eeff7-b492-4218-b312-701ec99ee0cc
uae-large-v1,chrome,upper,030eeff7-b492-4218-b312-701ec99ee0cc::v1,0.9682,0.728568,0.239632,0.117155,030eeff7-b492-4218-b312-701ec99ee0cc
uae-large-v1,chrome,upper,030eeff7-b492-4218-b312-701ec99ee0cc::v2,0.94809,0.744311,0.203779,0.203022,030eeff7-b492-4218-b312-701ec99ee0cc
uae-large-v1,chrome,upper,030eeff7-b492-4218-b312-701ec99ee0cc::v3,0.938285,0.724606,0.213678,0.224098,030eeff7-b492-4218-b312-701ec99ee0cc
uae-large-v1,chrome,upper,030eeff7-b492-4218-b312-701ec99ee0cc::v4,0.962192,0.732338,0.229855,0.141251,030eeff7-b492-4218-b312-701ec99ee0cc
uae-large-v1,chrome,upper,06fe7178-4491-4589-810f-2e2bc9502122::v0,0.861392,0.664273,0.19712,0.412858,06fe7178-4491-4589-810f-2e2bc9502122
uae-large-v1,chrome,upper,06fe7178-4491-4589-810f-2e2bc9502122::v1,0.889453,0.670836,0.218617,0.335843,06fe7178-4491-4589-810f-2e2bc9502122
uae-large-v1,chrome,upper,06fe7178-4491-4589-810f-2e2bc9502122::v2,0.971812,0.676524,0.295288,0.087141,06fe7178-4491-4589-810f-2e2bc9502122
uae-large-v1,chrome,upper,06fe7178-4491-4589-810f-2e2bc9502122::v3,0.865132,0.675054,0.190078,0.415046,06fe7178-4491-4589-810f-2e2bc9502122
uae-large-v1,chrome,upper,06fe7178-4491-4589-810f-2e2bc9502122::v4,0.8575,0.680748,0.176752,0.446356,06fe7178-4491-4589-810f-2e2bc9502122
uae-large-v1,chrome,upper,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217::v0,0.96101,0.532153,0.428858,0.083339,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217
uae-large-v1,chrome,upper,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217::v1,0.921464,0.560563,0.360901,0.17872,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217
uae-large-v1,chrome,upper,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217::v2,0.897354,0.534212,0.363142,0.22037,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217
uae-large-v1,chrome,upper,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217::v3,0.938992,0.539249,0.399742,0.13241,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217
uae-large-v1,chrome,upper,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217::v4,0.906129,0.541379,0.36475,0.204681,0d8b7de3-e8de-4d86-b9fd-dd2dce58a217
uae-large-v1,chrome,upper,12086550-11c0-466b-b367-1d9e75b3910e::v0,0.931165,0.590938,0.340227,0.168275,12086550-11c0-466b-b367-1d9e75b3910e
uae-large-v1,chrome,upper,12086550-11c0-466b-b367-1d9e75b3910e::v1,0.923305,0.617246,0.306059,0.200377,12086550-11c0-466b-b367-1d9e75b3910e
uae-large-v1,chrome,upper,12086550-11c0-466b-b367-1d9e75b3910e::v2,0.925449,0.62093,0.304518,0.196669,12086550-11c0-466b-b367-1d9e75b3910e
uae-large-v1,chrome,upper,12086550-11c0-466b-b367-1d9e75b3910e::v3,0.947544,0.620058,0.327486,0.138063,12086550-11c0-466b-b367-1d9e75b3910e
uae-large-v1,chrome,upper,12086550-11c0-466b-b367-1d9e75b3910e::v4,0.918199,0.582659,0.335539,0.196006,12086550-11c0-466b-b367-1d9e75b3910e
uae-large-v1,chrome,upper,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba::v0,0.97921,0.523813,0.455398,0.043659,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba
uae-large-v1,chrome,upper,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba::v1,0.915898,0.51028,0.405618,0.171735,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba
uae-large-v1,chrome,upper,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba::v2,0.930941,0.526492,0.404449,0.145846,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba
uae-large-v1,chrome,upper,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba::v3,0.937582,0.51074,0.426842,0.127577,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba
uae-large-v1,chrome,upper,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba::v4,0.918607,0.541397,0.37721,0.177481,121ba48f-9e17-48ce-9bc6-a4fb17a7ebba
uae-large-v1,chrome,upper,1704f00f-79e6-43a7-961b-cedd3724d5fd::v0,0.932435,0.661746,0.27069,0.199745,1704f00f-79e6-43a7-961b-cedd3724d5fd
uae-large-v1,chrome,upper,1704f00f-79e6-43a7-961b-cedd3724d5fd::v1,0.941685,0.607185,0.3345,0.148454,1704f00f-79e6-43a7-961b-cedd3724d5fd
uae-large-v1,chrome,upper,1704f00f-79e6-43a7-961b-cedd3724d5fd::v2,0.952147,0.636899,0.315248,0.13179,1704f00f-79e6-43a7-961b-cedd3724d5fd
uae-large-v1,chrome,upper,1704f00f-79e6-43a7-961b-cedd3724d5fd::v3,0.955462,0.654566,0.300897,0.128932,1704f00f-79e6-43a7-961b-cedd3724d5fd
uae-large-v1,chrome,upper,1704f00f-79e6-43a7-961b-cedd3724d5fd::v4,0.92866,0.611402,0.317258,0.183583,1704f00f-79e6-43a7-961b-cedd3724d5fd
